# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 26 19:57:28 2024
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
hostname,st_spectype,st_teff,st_rad,st_lum,sy_dist,sy_bmag,sy_vmag
AU Mic,,3992.36,0.61,-1.065,9.7221000,10.2090000,8.8100000
BD+03 2562,,4095.00,32.35,2.700,1070.6300000,10.7950000,9.5770000
BD+03 2562,,4095.00,37.76,2.558,1070.6300000,10.7950000,9.5770000
BD+03 2562,,4095.00,38.83,,1070.6300000,10.7950000,9.5770000
BD+14 4559,,4864.00,0.86,-0.425,49.3520000,10.5810000,9.7800000
BD+14 4559,,4864.00,0.86,,49.3520000,10.5810000,9.7800000
BD+14 4559,K2 V,5008.00,0.95,-0.320,49.3520000,10.5810000,9.7800000
BD+14 4559,,4869.17,0.86,-0.424,49.3520000,10.5810000,9.7800000
BD+14 4559,,4864.00,,,49.3520000,10.5810000,9.7800000
BD+15 2375,G5,,,,768.0450000,11.3870000,10.4100000
BD+15 2375,,4758.47,10.84,1.735,768.0450000,11.3870000,10.4100000
BD+15 2375,,4649.00,11.80,,768.0450000,11.3870000,10.4100000
BD+15 2375,,4649.00,8.95,1.570,768.0450000,11.3870000,10.4100000
BD+15 2940,K0,4796.00,14.70,2.010,426.4200000,10.1210000,9.0100000
BD+15 2940,,4796.00,10.76,,426.4200000,10.1210000,9.0100000
BD+15 2940,,4796.00,10.49,1.720,426.4200000,10.1210000,9.0100000
BD+20 2457,,4329.90,43.02,2.768,1539.7100000,10.9890000,9.7430000
BD+20 2457,,4259.00,,,1539.7100000,10.9890000,9.7430000
BD+20 2457,K2 II,4137.00,49.00,3.170,1539.7100000,10.9890000,9.7430000
BD+20 2457,,4259.00,71.02,,1539.7100000,10.9890000,9.7430000
BD+20 2457,,4181.98,46.05,,1539.7100000,10.9890000,9.7430000
BD+20 274,,4391.00,,,1322.5100000,10.7200000,9.3670000
BD+20 274,K5 III,4296.00,17.30,1.960,1322.5100000,10.7200000,9.3670000
BD+20 274,,4322.65,41.32,2.730,1322.5100000,10.7200000,9.3670000
BD+20 274,,4296.00,43.41,,1322.5100000,10.7200000,9.3670000
BD+20 594,,5766.00,1.08,,179.4610000,11.7650000,10.8490000
BD+20 594,G,5766.00,0.93,-0.056,179.4610000,11.7650000,10.8490000
BD+20 594,,5456.77,1.19,0.050,179.4610000,11.7650000,10.8490000
BD+20 594,,5703.00,0.96,,179.4610000,11.7650000,10.8490000
BD+20 594,,5651.76,1.24,0.154,179.4610000,11.7650000,10.8490000
BD+45 564,,5087.09,0.81,-0.399,53.6220000,10.5360000,9.6700000
BD+45 564,K1,5004.00,,,53.6220000,10.5360000,9.6700000
BD+48 738,,4519.00,11.10,1.690,871.4930000,10.3520000,9.1390000
BD+48 738,,4435.00,33.38,,871.4930000,10.3520000,9.1390000
BD+48 738,,4658.00,,,871.4930000,10.3520000,9.1390000
BD+48 738,,4329.90,29.88,2.451,871.4930000,10.3520000,9.1390000
BD+48 738,K0 III,4414.00,11.00,1.690,871.4930000,10.3520000,9.1390000
BD+48 740,,4435.05,25.34,2.350,666.5890000,10.5100000,8.6900000
BD+48 740,K3 III,,,,666.5890000,10.5100000,8.6900000
BD+48 740,,4534.00,10.33,1.640,666.5890000,10.5100000,8.6900000
BD+48 740,,4534.00,26.63,,666.5890000,10.5100000,8.6900000
BD+49 828,,4943.00,9.20,,442.0420000,10.5080000,9.3810000
BD+49 828,K0,4943.00,7.60,1.470,442.0420000,10.5080000,9.3810000
BD+49 828,,4717.82,9.86,1.637,442.0420000,10.5080000,9.3810000
BD+55 362,,5092.00,0.90,-0.313,52.5697000,10.2990000,9.3800000
BD+55 362,K3,5012.00,,,52.5697000,10.2990000,9.3800000
BD+60 1417,K0,4993.00,0.80,0.356,44.9543000,10.3790000,9.3740000
BD+60 1417,,4993.00,0.80,-0.449,44.9543000,10.3790000,9.3740000
BD+63 1405,,5073.00,0.80,-0.413,38.0473000,9.8300000,8.9600000
BD+63 1405,K0,5000.00,,,38.0473000,9.8300000,8.9600000
BD+63 1405,K0,5000.00,,,38.0473000,9.8300000,8.9600000
BD-00 4475,G0,5040.00,,,42.6402000,9.9140000,9.0100000
BD-00 4475,,5141.97,0.84,-0.350,42.6402000,9.9140000,9.0100000
BD-06 1339,M0V,4060.00,0.67,-0.959,20.2695000,10.9720000,9.7000000
BD-06 1339,K7/M0 V,4324.00,,-1.022,20.2695000,10.9720000,9.7000000
BD-06 1339,,4042.00,0.69,-0.946,20.2695000,10.9720000,9.7000000
BD-06 1339,K7,,,,20.2695000,10.9720000,9.7000000
BD-06 1339,,4081.58,0.67,-0.956,20.2695000,10.9720000,9.7000000
BD-08 2823,,4816.00,0.69,-0.634,41.3342000,10.8800000,9.8600000
BD-08 2823,K3 V,4746.00,,,41.3342000,10.8800000,9.8600000
BD-08 2823,,4757.23,0.72,-0.626,41.3342000,10.8800000,9.8600000
BD-08 2823,,4816.00,0.71,,41.3342000,10.8800000,9.8600000
BD-10 3166,,5388.00,0.80,-0.313,84.4069000,10.8780000,10.0130000
BD-10 3166,,5335.50,0.94,-0.191,84.4069000,10.8780000,10.0130000
BD-10 3166,,5382.64,0.97,,84.4069000,10.8780000,10.0130000
BD-10 3166,K0 V,5400.00,,,84.4069000,10.8780000,10.0130000
BD-10 3166,,,,,84.4069000,10.8780000,10.0130000
BD-10 3166,,5314.00,0.95,-0.192,84.4069000,10.8780000,10.0130000
BD-10 3166,,,0.84,,84.4069000,10.8780000,10.0130000
BD-10 3166,,5393.00,0.91,,84.4069000,10.8780000,10.0130000
BD-10 3166,,5393.00,,,84.4069000,10.8780000,10.0130000
BD-11 4672,K5,,,,27.1665000,11.2430000,10.0300000
BD-11 4672,,4191.60,0.69,-0.881,27.1665000,11.2430000,10.0300000
BD-11 4672,K7 V,4475.00,0.52,,27.1665000,11.2430000,10.0300000
BD-11 4672,,4217.00,0.67,-0.888,27.1665000,11.2430000,10.0300000
BD-11 4672,K7V,4228.00,0.67,-0.886,27.1665000,11.2430000,10.0300000
BD-11 4672,,4550.00,0.64,-0.804,27.1665000,11.2430000,10.0300000
BD-13 2130,,4545.00,19.17,,925.2140000,11.3130000,10.0380000
BD-13 2130,G5 IV/V,,,,925.2140000,11.3130000,10.0380000
BD-13 2130,,,,,925.2140000,11.3130000,10.0380000
BD-13 2130,,4572.33,16.74,2.043,925.2140000,11.3130000,10.0380000
BD-13 2130,,4717.52,17.11,,925.2140000,11.3130000,10.0380000
BD-17 63,K4 V (k),,,,34.4603000,10.6770000,9.6200000
BD-17 63,,4665.00,0.74,,34.4603000,10.6770000,9.6200000
BD-17 63,K5 V,4714.00,0.69,-0.678,34.4603000,10.6770000,9.6200000
BD-17 63,,4669.69,0.72,-0.651,34.4603000,10.6770000,9.6200000
BD-17 63,,4665.00,0.72,-0.651,34.4603000,10.6770000,9.6200000
BD-210397,K7 V,4051.00,0.75,-0.870,23.7324000,11.1370000,9.8400000
BD-210397,K7 V,,,,23.7324000,11.1370000,9.8400000
BD-210397,,4059.00,0.74,-0.875,23.7324000,11.1370000,9.8400000
BD-210397,K7V,4152.00,0.65,-0.921,23.7324000,11.1370000,9.8400000
BD-210397,K5,,,,23.7324000,11.1370000,9.8400000
CD Cet,M5.0 V,3130.00,0.17,-2.533,8.6071500,,13.9500000
CD Cet,,3022.00,0.20,-2.531,8.6071500,,13.9500000
CFBDSIR J145829+101343,,580.50,,,,,
CFHTWIR-Oph 98 A,M9-L1,2320.00,0.24,-2.850,,,
CHXR 73,M3.5,,,,190.3740000,,
CHXR 73,,3099.00,,,190.3740000,,
CI Tau,,3807.00,1.68,,157.9980000,15.5600000,13.6420000
CI Tau,K7,,,-0.108,157.9980000,15.5600000,13.6420000
CI Tau,,3635.00,1.88,-0.255,157.9980000,15.5600000,13.6420000
COCONUTS-2 A,M3 V,3406.00,0.39,-1.732,10.8864000,12.9830000,11.2980000
COCONUTS-2 A,,3397.00,0.39,-1.744,10.8864000,12.9830000,11.2980000
CT Cha,,,,,190.7200000,13.7990000,12.3350000
CT Cha,,4200.20,1.68,-0.102,190.7200000,13.7990000,12.3350000
CT Cha,,4464.00,1.81,,190.7200000,13.7990000,12.3350000
CT Cha,K5e,,,,190.7200000,13.7990000,12.3350000
CT Cha,,4403.00,,,190.7200000,13.7990000,12.3350000
CoRoT-1,,5950.00,1.14,,787.9090000,14.1580000,13.6230000
CoRoT-1,,6298.00,1.23,,787.9090000,14.1580000,13.6230000
CoRoT-1,,5950.00,,,787.9090000,14.1580000,13.6230000
CoRoT-1,,5950.00,1.29,,787.9090000,14.1580000,13.6230000
CoRoT-1,,6355.07,1.29,0.389,787.9090000,14.1580000,13.6230000
CoRoT-1,G0 V,5950.00,1.11,,787.9090000,14.1580000,13.6230000
CoRoT-1,,5950.00,1.13,,787.9090000,14.1580000,13.6230000
CoRoT-1,,5907.67,1.35,0.298,787.9090000,14.1580000,13.6230000
CoRoT-1,,6397.00,0.85,,787.9090000,14.1580000,13.6230000
CoRoT-10,K1 V,5075.00,0.79,,338.3860000,17.3440000,15.2930000
CoRoT-10,,5075.00,0.74,,338.3860000,17.3440000,15.2930000
CoRoT-10,,5025.00,0.55,-0.762,338.3860000,17.3440000,15.2930000
CoRoT-10,,4921.00,,,338.3860000,17.3440000,15.2930000
CoRoT-10,,5025.00,0.89,,338.3860000,17.3440000,15.2930000
CoRoT-10,,4080.38,0.87,-0.726,338.3860000,17.3440000,15.2930000
CoRoT-10,,5075.00,0.79,,338.3860000,17.3440000,15.2930000
CoRoT-11,,6440.00,1.37,,655.0370000,13.5290000,12.8970000
CoRoT-11,F6 V,6440.00,1.37,,655.0370000,13.5290000,12.8970000
CoRoT-11,,6037.00,1.41,0.378,655.0370000,13.5290000,12.8970000
CoRoT-11,,6440.00,1.37,,655.0370000,13.5290000,12.8970000
CoRoT-11,,6343.00,1.36,,655.0370000,13.5290000,12.8970000
CoRoT-11,,,1.33,,655.0370000,13.5290000,12.8970000
CoRoT-11,,6343.00,1.59,0.564,655.0370000,13.5290000,12.8970000
CoRoT-12,,5715.00,1.04,0.014,1126.3700000,16.4080000,15.5880000
CoRoT-12,,,1.05,0.070,1126.3700000,16.4080000,15.5880000
CoRoT-12,,5675.00,1.12,,1126.3700000,16.4080000,15.5880000
CoRoT-12,,5675.00,1.12,,1126.3700000,16.4080000,15.5880000
CoRoT-12,,5715.00,0.79,,1126.3700000,16.4080000,15.5880000
CoRoT-12,,5675.00,1.05,,1126.3700000,16.4080000,15.5880000
CoRoT-12,,5536.10,0.94,-0.128,1126.3700000,16.4080000,15.5880000
CoRoT-12,,5675.00,1.04,,1126.3700000,16.4080000,15.5880000
CoRoT-13,G0 V,5945.00,1.01,,1148.9300000,15.2100000,15.0050000
CoRoT-13,,5945.00,1.14,,1148.9300000,15.2100000,15.0050000
CoRoT-13,,5914.00,1.14,0.154,1148.9300000,15.2100000,15.0050000
CoRoT-13,,5305.45,1.29,0.073,1148.9300000,15.2100000,15.0050000
CoRoT-13,,5945.00,1.27,,1148.9300000,15.2100000,15.0050000
CoRoT-13,,5945.00,1.01,,1148.9300000,15.2100000,15.0050000
CoRoT-14,F9 V,6035.00,1.21,,1744.6000000,17.0110000,15.9320000
CoRoT-14,,6035.00,1.19,,1744.6000000,17.0110000,15.9320000
CoRoT-14,,5826.00,1.42,0.319,1744.6000000,17.0110000,15.9320000
CoRoT-14,,4947.25,1.56,0.119,1744.6000000,17.0110000,15.9320000
CoRoT-14,,6040.00,1.21,,1744.6000000,17.0110000,15.9320000
CoRoT-16,G5 V,5650.00,1.19,,732.4090000,17.4170000,16.0520000
CoRoT-16,,4870.00,1.24,-0.112,732.4090000,17.4170000,16.0520000
CoRoT-16,,5650.00,1.19,,732.4090000,17.4170000,16.0520000
CoRoT-16,,4053.68,1.23,-0.435,732.4090000,17.4170000,16.0520000
CoRoT-17,,3841.25,2.64,0.134,1176.1200000,17.5900000,16.2900000
CoRoT-17,,5303.00,2.37,,1176.1200000,17.5900000,16.2900000
CoRoT-17,,5740.00,1.62,,1176.1200000,17.5900000,16.2900000
CoRoT-17,G2 V,5740.00,1.59,,1176.1200000,17.5900000,16.2900000
CoRoT-17,,5740.00,1.59,,1176.1200000,17.5900000,16.2900000
CoRoT-18,,5440.00,0.93,,764.8890000,15.7510000,14.8680000
CoRoT-18,,5440.00,0.92,,764.8890000,15.7510000,14.8680000
CoRoT-18,G9 V,5440.00,1.00,,764.8890000,15.7510000,14.8680000
CoRoT-18,,,0.88,-0.170,764.8890000,15.7510000,14.8680000
CoRoT-18,,5525.00,0.93,-0.135,764.8890000,15.7510000,14.8680000
CoRoT-18,,5063.02,1.00,-0.226,764.8890000,15.7510000,14.8680000
CoRoT-18,,5440.00,1.00,,764.8890000,15.7510000,14.8680000
CoRoT-19,,6090.00,1.64,,790.6630000,14.9050000,14.1350000
CoRoT-19,,6090.00,1.58,,790.6630000,14.9050000,14.1350000
CoRoT-19,,5758.00,1.64,0.425,790.6630000,14.9050000,14.1350000
CoRoT-19,F9 V,6090.00,1.65,0.544,790.6630000,14.9050000,14.1350000
CoRoT-19,,6090.00,1.65,,790.6630000,14.9050000,14.1350000
CoRoT-19,,4915.50,1.79,0.225,790.6630000,14.9050000,14.1350000
CoRoT-2,,5529.00,0.94,-0.131,213.2830000,13.3460000,12.5160000
CoRoT-2,,5696.00,0.91,,213.2830000,13.3460000,12.5160000
CoRoT-2,,5598.00,0.90,,213.2830000,13.3460000,12.5160000
2MASS J19270636+0122577,K9 V,,,,202.9290000,13.7040000,16.2573000
CoRoT-2,,5575.00,,,213.2830000,13.3460000,12.5160000
CoRoT-2,,5620.00,,,213.2830000,13.3460000,12.5160000
CoRoT-2,,4990.87,0.92,-0.321,213.2830000,13.3460000,12.5160000
CoRoT-2,,5625.00,0.90,,213.2830000,13.3460000,12.5160000
CoRoT-2,,5696.00,,,213.2830000,13.3460000,12.5160000
CoRoT-2,,5529.00,0.94,,213.2830000,13.3460000,12.5160000
CoRoT-2,,5625.00,0.90,,213.2830000,13.3460000,12.5160000
CoRoT-2,,,,,213.2830000,13.3460000,12.5160000
CoRoT-2,,5625.00,0.91,,213.2830000,13.3460000,12.5160000
2MASS J19270636+0122577,,3703.00,0.53,-1.331,202.9290000,13.7040000,16.2573000
2MASS J19270636+0122577,,3655.33,0.51,-1.374,202.9290000,13.7040000,16.2573000
CoRoT-2,,5697.00,0.71,,213.2830000,13.3460000,12.5160000
CoRoT-20,,5880.00,1.34,,844.0610000,15.6130000,14.6300000
CoRoT-20,,5404.00,1.30,0.113,844.0610000,15.6130000,14.6300000
CoRoT-20,,5880.00,1.30,,844.0610000,15.6130000,14.6300000
CoRoT-20,,4947.50,1.37,0.006,844.0610000,15.6130000,14.6300000
CoRoT-20,,,1.16,0.170,844.0610000,15.6130000,14.6300000
CoRoT-20,,,,,844.0610000,15.6130000,14.6300000
CoRoT-20,G2 V,5880.00,1.02,,844.0610000,15.6130000,14.6300000
CoRoT-20,,5880.00,1.02,,844.0610000,15.6130000,14.6300000
CoRoT-21,F8 IV,6200.00,1.95,,,16.6630000,16.0580000
CoRoT-21,,6200.00,1.95,,,16.6630000,16.0580000
CoRoT-21,,5031.74,,,,16.6630000,16.0580000
CoRoT-22,,5709.00,1.18,0.123,627.1580000,14.7400000,13.8200000
CoRoT-22,,5245.52,1.23,0.014,627.1580000,14.7400000,13.8200000
CoRoT-22,G3 V,5939.00,1.14,,627.1580000,14.7400000,13.8200000
CoRoT-23,,5900.00,1.61,,1060.9700000,16.7270000,15.6750000
CoRoT-23,,4220.00,2.07,0.087,1060.9700000,16.7270000,15.6750000
CoRoT-23,,5426.00,2.12,0.544,1060.9700000,16.7270000,15.6750000
CoRoT-23,,5900.00,1.74,,1060.9700000,16.7270000,15.6750000
CoRoT-23,G0 V,5900.00,1.61,,1060.9700000,16.7270000,15.6750000
CoRoT-24,,5026.25,0.66,-0.601,591.5550000,16.5930000,15.3830000
CoRoT-24,,4760.00,0.82,-0.504,591.5550000,16.5930000,15.3830000
CoRoT-24,K1 V,4950.00,0.86,,591.5550000,16.5930000,15.3830000
CoRoT-25,,6284.00,1.39,0.433,1103.4800000,15.8960000,14.7900000
CoRoT-25,,5018.00,1.56,0.141,1103.4800000,15.8960000,14.7900000
CoRoT-25,F9,6040.00,1.19,,1103.4800000,15.8960000,14.7900000
CoRoT-25,,6040.00,1.19,,1103.4800000,15.8960000,14.7900000
CoRoT-26,,4801.30,,,1045.1800000,17.5950000,15.8610000
CoRoT-26,,5590.00,1.79,,1045.1800000,17.5950000,15.8610000
CoRoT-26,G5,5590.00,1.79,,1045.1800000,17.5950000,15.8610000
CoRoT-27,,5900.00,1.08,,1010.2800000,17.1170000,15.7740000
CoRoT-27,G2,5900.00,1.08,,1010.2800000,17.1170000,15.7740000
CoRoT-27,,5665.00,1.38,0.250,1010.2800000,17.1170000,15.7740000
CoRoT-27,,4627.75,1.28,-0.166,1010.2800000,17.1170000,15.7740000
CoRoT-28,,5177.00,2.62,,766.1830000,15.0140000,13.7830000
CoRoT-28,,4589.66,2.47,0.388,766.1830000,15.0140000,13.7830000
CoRoT-28,,5150.00,1.78,,766.1830000,15.0140000,13.7830000
CoRoT-28,G8/9 IV,5150.00,1.78,,766.1830000,15.0140000,13.7830000
CoRoT-29,,5268.00,1.08,-0.094,806.5070000,16.5880000,15.4080000
CoRoT-29,K0 V,5260.00,0.90,,806.5070000,16.5880000,15.4080000
CoRoT-29,,4959.67,0.91,-0.347,806.5070000,16.5880000,15.4080000
CoRoT-29,,5260.00,0.90,,806.5070000,16.5880000,15.4080000
CoRoT-3,,,1.54,,768.7710000,14.1180000,13.4480000
CoRoT-3,F3 V,6740.00,1.56,,768.7710000,14.1180000,13.4480000
CoRoT-3,,5347.00,1.83,0.391,768.7710000,14.1180000,13.4480000
CoRoT-3,,6740.00,1.56,,768.7710000,14.1180000,13.4480000
CoRoT-3,,6558.00,1.44,,768.7710000,14.1180000,13.4480000
CoRoT-3,,6558.00,1.53,0.589,768.7710000,14.1180000,13.4480000
CoRoT-3,,6740.00,1.57,,768.7710000,14.1180000,13.4480000
CoRoT-30,,5811.00,0.98,-0.003,1032.2300000,16.6700000,15.5710000
CoRoT-30,G3 V,5650.00,0.91,,1032.2300000,16.6700000,15.5710000
CoRoT-30,,4976.25,1.07,-0.197,1032.2300000,16.6700000,15.5710000
CoRoT-31,,5415.00,2.06,0.516,2005.7600000,16.7220000,15.4790000
CoRoT-31,G2 IV,5700.00,2.15,,2005.7600000,16.7220000,15.4790000
CoRoT-31,,4870.00,2.22,0.398,2005.7600000,16.7220000,15.4790000
CoRoT-35,,5825.00,1.49,0.362,1123.2100000,16.7300000,15.6350000
CoRoT-35,F6 V,6390.00,1.65,,1123.2100000,16.7300000,15.6350000
CoRoT-36,,6521.00,2.00,0.813,925.9580000,13.7530000,13.1260000
CoRoT-36,F3 V,6730.00,1.52,,925.9580000,13.7530000,13.1260000
CoRoT-4,,6344.00,0.72,,726.4120000,14.2720000,13.6520000
CoRoT-4,,6190.00,1.17,,726.4120000,14.2720000,13.6520000
CoRoT-4,,6190.00,1.17,,726.4120000,14.2720000,13.6520000
CoRoT-4,,5898.00,1.18,0.185,726.4120000,14.2720000,13.6520000
CoRoT-4,,6240.00,1.12,0.236,726.4120000,14.2720000,13.6520000
CoRoT-4,,6190.00,1.12,,726.4120000,14.2720000,13.6520000
CoRoT-4,,6164.00,,,726.4120000,14.2720000,13.6520000
CoRoT-4,,6190.00,1.15,,726.4120000,14.2720000,13.6520000
CoRoT-4,,6115.00,,,726.4120000,14.2720000,13.6520000
CoRoT-5,,6100.00,1.05,,882.4720000,14.6100000,14.0430000
CoRoT-5,F9 V,6100.00,1.19,,882.4720000,14.6100000,14.0430000
CoRoT-5,,6240.00,1.06,,882.4720000,14.6100000,14.0430000
CoRoT-5,,6254.00,,,882.4720000,14.6100000,14.0430000
CoRoT-5,,,1.11,0.180,882.4720000,14.6100000,14.0430000
CoRoT-5,,5808.33,1.28,0.223,882.4720000,14.6100000,14.0430000
CoRoT-5,,6100.00,1.27,,882.4720000,14.6100000,14.0430000
CoRoT-5,,6100.00,1.19,,882.4720000,14.6100000,14.0430000
CoRoT-5,,6240.00,1.27,0.345,882.4720000,14.6100000,14.0430000
CoRoT-6,,6090.00,1.04,,645.2940000,14.6910000,13.9610000
CoRoT-6,,6090.00,1.02,,645.2940000,14.6910000,13.9610000
CoRoT-6,,5357.41,1.20,0.026,645.2940000,14.6910000,13.9610000
CoRoT-6,F9 V,6090.00,1.02,,645.2940000,14.6910000,13.9610000
CoRoT-6,,6206.00,1.09,0.204,645.2940000,14.6910000,13.9610000
CoRoT-7,,5256.00,0.86,-0.289,159.9060000,12.7840000,11.7280000
CoRoT-7,G9 V,5275.00,0.87,,159.9060000,12.7840000,11.7280000
CoRoT-7,,5288.00,1.00,,159.9060000,12.7840000,11.7280000
CoRoT-7,,5313.00,0.84,,159.9060000,12.7840000,11.7280000
CoRoT-7,G9 V,5250.00,,,159.9060000,12.7840000,11.7280000
CoRoT-7,,5101.20,0.92,-0.292,159.9060000,12.7840000,11.7280000
CoRoT-7,,5259.00,0.82,,159.9060000,12.7840000,11.7280000
CoRoT-7,,5250.00,0.96,,159.9060000,12.7840000,11.7280000
CoRoT-7,,5275.00,0.83,,159.9060000,12.7840000,11.7280000
CoRoT-8,,5080.00,0.90,,322.0370000,16.0050000,14.7920000
CoRoT-8,K1 V,5080.00,0.77,,322.0370000,16.0050000,14.7920000
CoRoT-8,,4396.59,0.80,-0.665,322.0370000,16.0050000,14.7920000
CoRoT-8,,,0.80,-0.400,322.0370000,16.0050000,14.7920000
CoRoT-8,,5143.00,0.56,-0.699,322.0370000,16.0050000,14.7920000
CoRoT-8,,5143.00,0.99,,322.0370000,16.0050000,14.7920000
CoRoT-8,,5080.00,0.77,,322.0370000,16.0050000,14.7920000
CoRoT-9,,5625.00,0.94,,412.9800000,14.5580000,13.6370000
CoRoT-9,G3 V,5625.00,0.94,,412.9800000,14.5580000,13.6370000
CoRoT-9,,5127.62,0.95,-0.254,412.9800000,14.5580000,13.6370000
CoRoT-9,,5613.00,1.11,,412.9800000,14.5580000,13.6370000
CoRoT-9 B,,3683.00,,,450.9940000,20.3840000,18.9657000
CoRoT-9,,5625.00,0.96,,412.9800000,14.5580000,13.6370000
CoRoT-9,,5613.00,0.90,-0.142,412.9800000,14.5580000,13.6370000
CoRoT-9,,5625.00,0.96,,412.9800000,14.5580000,13.6370000
CoRoTID 223977153,,5740.60,0.98,-0.026,576.6830000,14.4030000,13.6260000
CoRoTID 223977153,G0 VI,5970.00,0.79,-0.155,576.6830000,14.4030000,13.6260000
CoRoTID 223977153,,5859.00,0.98,0.011,576.6830000,14.4030000,13.6260000
DE CVn,,3579.00,0.42,-1.574,30.5225000,14.2270000,12.9560000
DE CVn Ab,M3 V,3400.00,0.37,,,,
DE CVn,,3585.67,,,30.5225000,14.2270000,12.9560000
DE CVn,,,,,30.5225000,14.2270000,12.9560000
DENIS-P J082303.1-491201,L1.5,,,,,,
DH Tau,M0.5,,0.27,,134.8460000,15.5420000,13.9800000
DH Tau,,3751.50,1.23,-0.569,134.8460000,15.5420000,13.9800000
DH Tau,,4371.00,1.37,-0.212,134.8460000,15.5420000,13.9800000
DMPP-1,F8 V,,,,62.5388000,8.5380000,7.9800000
DMPP-1,,,,,62.5388000,8.5380000,7.9800000
DMPP-1,F8 V,6196.00,1.26,,62.5388000,8.5380000,7.9800000
DMPP-1,G0,,,,62.5388000,8.5380000,7.9800000
DMPP-1,,6156.61,1.27,0.317,62.5388000,8.5380000,7.9800000
DMPP-1,,6088.00,1.30,0.320,62.5388000,8.5380000,7.9800000
DMPP-2,F5 V,,,,137.9400000,8.9650000,8.5700000
DMPP-2,,6293.12,2.03,0.763,137.9400000,8.9650000,8.5700000
DMPP-2,F5 V,6500.00,1.78,0.104,137.9400000,8.9650000,8.5700000
DMPP-2,,6435.00,1.96,0.773,137.9400000,8.9650000,8.5700000
DMPP-2,F5,,,,137.9400000,8.9650000,8.5700000
DMPP-3 A,K0 IV/V,,,,,,
DMPP-3 A,K0,,,,,,
DMPP-3 B,L,,,,,,
DMPP-3 A,K0 V,5138.00,0.91,,45.2300000,,
DMPP-3 A,,5105.50,0.91,-0.293,,,
DMPP-4,,6275.11,1.39,0.431,25.3284000,6.1910000,5.7293600
DMPP-4,F5,,,,25.3284000,6.1910000,5.7293600
DMPP-4,,,,,25.3284000,6.1910000,5.7293600
DMPP-4,F7V,6266.00,1.42,0.450,25.3284000,6.1910000,5.7293600
DMPP-4,F5-F8 V,6400.00,1.38,0.459,25.3284000,6.1910000,5.7293600
DP Leo,,13500.00,0.01,,305.6840000,,18.6837000
DP Leo Ab,,,,,,,
DP Leo,,,,,305.6840000,,18.6837000
DS Tuc A,G6 V,5542.00,0.87,,44.0622000,8.8860000,8.1700000
DS Tuc A,G6 V,5428.00,0.96,-0.140,44.0622000,8.8860000,8.1700000
DS Tuc A,,,,,44.0622000,8.8860000,8.1700000
DS Tuc A,,5597.50,0.88,-0.161,44.0622000,8.8860000,8.1700000
DS Tuc B,,4658.00,0.85,-0.516,44.0931000,9.1400000,9.7081000
DS Tuc A,,5414.00,0.95,,44.0622000,8.8860000,8.1700000
DS Tuc A,,5414.00,0.95,-0.154,44.0622000,8.8860000,8.1700000
DS Tuc A,,,,,44.0622000,8.8860000,8.1700000
EPIC 201170410,,4012.71,,,,19.4560000,17.6984000
EPIC 201170410,,3648.00,0.28,,,19.4560000,17.6984000
EPIC 201238110,,,,,159.2590000,17.8810000,16.0140000
EPIC 201238110,,,0.37,,159.2590000,17.8810000,16.0140000
EPIC 201238110,,3587.00,0.46,-1.508,159.2590000,17.8810000,16.0140000
EPIC 201238110,,3772.00,0.52,,159.2590000,17.8810000,16.0140000
EPIC 201238110,,3588.00,,,159.2590000,17.8810000,16.0140000
EPIC 201238110,,,0.37,,159.2590000,17.8810000,16.0140000
EPIC 201427007,,5382.73,1.09,-0.049,706.3910000,15.0810000,14.3210000
EPIC 201427007,,5633.00,0.94,,706.3910000,15.0810000,14.3210000
EPIC 201497682,,,0.55,,253.0260000,15.1480000,13.9480000
EPIC 201497682,,,,,253.0260000,15.1480000,13.9480000
EPIC 201497682,,4535.00,0.70,,253.0260000,15.1480000,13.9480000
EPIC 201497682,,4991.00,0.55,-0.766,253.0260000,15.1480000,13.9480000
EPIC 201497682,,4670.35,0.69,-0.695,253.0260000,15.1480000,13.9480000
EPIC 201595106,,5820.00,0.93,,232.1000000,12.4810000,11.7460000
EPIC 201595106,,5711.17,0.99,-0.026,232.1000000,12.4810000,11.7460000
EPIC 201595106,,5705.00,0.93,,232.1000000,12.4810000,11.7460000
EPIC 201595106,,5823.00,0.96,,232.1000000,12.4810000,11.7460000
EPIC 201757695,,4520.00,0.66,-0.364,,16.2200000,14.9740000
EPIC 201841433,,4763.00,0.74,-0.592,436.4880000,15.9190000,14.9830000
EPIC 201841433,,,,,436.4880000,15.9190000,14.9830000
EPIC 201841433,,,0.63,,436.4880000,15.9190000,14.9830000
EPIC 201841433,,,0.63,,436.4880000,15.9190000,14.9830000
EPIC 201841433,,4751.00,0.73,,436.4880000,15.9190000,14.9830000
EPIC 201841433,,5053.00,0.63,,436.4880000,15.9190000,14.9830000
