# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 17 22:12:28 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag > 0
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN st_radverr1:    Systemic Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Systemic Radial Velocity Lower Unc. [km/s]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_dens,pl_denserr1,pl_denserr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_dens,st_denserr1,st_denserr2,st_vsin,st_vsinerr1,st_vsinerr2,st_rotp,st_rotperr1,st_rotperr2,st_radv,st_radverr1,st_radverr2,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2
Kepler-1176 b,Kepler-1176,1,1,1,Transit,2016,Kepler,24.17385790,0.00013360,-0.00013360,,,,2.450,0.630,-0.320,0.219,0.056,-0.029,,,,,,,,,,,,,,,,,,,,,,0.02186,0.00105,-0.00075,,5844.00,264.61,-268.56,1.02,0.26,-0.13,1.01,0.11,-0.08,-0.010,0.138,-0.165,[Fe/H],,,,4.42,0.09,-0.17,3.800,3.300,-2.020,,,,,,,,,,,,,864.6990000,22.9595000,-22.9595000,15.8010000,0.0670000,-0.0670000,15.2700000,0.0920000,-0.0920000
Kepler-1177 b,Kepler-1177,1,1,1,Transit,2016,Kepler,106.24754700,0.00182200,-0.00182200,,,,1.900,0.160,-0.120,0.170,0.014,-0.011,,,,,,,,,,,,,,,,,,,,,,0.01824,0.00068,-0.00067,,5712.00,62.98,-66.68,0.97,0.07,-0.05,0.98,0.03,-0.04,0.020,0.096,-0.102,[Fe/H],,,,4.46,0.05,-0.07,4.470,2.760,-2.410,,,,,,,,,,,,,1299.9700000,34.4200000,-32.7200000,15.6450000,0.0680000,-0.0680000,14.7730000,0.1370000,-0.1370000
Kepler-1178 b,Kepler-1178,1,1,1,Transit,2016,Kepler,31.80634000,0.00038570,-0.00038570,,,,1.070,0.060,-0.080,0.095,0.005,-0.007,,,,,,,,,,,,,,,,,,,,,,0.01278,0.00054,-0.00073,,4990.00,58.43,-68.54,0.75,0.03,-0.04,0.80,0.04,-0.04,-0.050,0.155,-0.173,[Fe/H],,,,4.59,0.03,-0.04,4.680,6.210,-2.850,,,,,,,,,,,,,482.2870000,4.7555000,-4.7555000,15.1510000,0.0800000,-0.0800000,14.2120000,0.1260000,-0.1260000
Kepler-1179 b,Kepler-1179,1,1,1,Transit,2016,Kepler,2.68505749,0.00000410,-0.00000410,,,,1.320,0.090,-0.080,0.118,0.008,-0.007,,,,,,,,,,,,,,,,,,,,,,0.01485,0.00056,-0.00045,,5212.00,65.46,-65.67,0.81,0.05,-0.04,0.84,0.04,-0.05,-0.030,0.148,-0.169,[Fe/H],,,,4.56,0.03,-0.06,4.900,6.350,-3.070,,,,,,,,,,,,,415.2050000,2.5580000,-2.5280000,15.4180000,0.0650000,-0.0650000,14.2140000,0.1370000,-0.1370000
Kepler-118 b,Kepler-118,1,1,2,Transit,2014,Kepler,7.51849600,0.00005600,-0.00005600,0.073000,,,1.960,0.940,-0.940,0.175,0.084,-0.084,,,,,,,,,,,,,,,,,,,,,,,,,,5274.00,200.00,-200.00,1.09,0.49,-0.49,,,,,,,,,,,4.32,0.30,-0.30,,,,,,,,,,,,,,,,574.2280000,6.8990000,-6.7410000,15.9730000,0.0000000,0.0000000,14.8670000,0.1490000,-0.1490000
Kepler-118 c,Kepler-118,1,1,2,Transit,2014,Kepler,20.17202000,0.00001300,-0.00001300,0.141000,,,7.680,3.430,-3.430,0.685,0.306,-0.306,,,,,,,,,,,,,,,,,,,,,,,,,,5274.00,200.00,-200.00,1.09,0.49,-0.49,,,,,,,,,,,4.32,0.30,-0.30,,,,,,,,,,,,,,,,574.2280000,6.8990000,-6.7410000,15.9730000,0.0000000,0.0000000,14.8670000,0.1490000,-0.1490000
Kepler-1180 b,Kepler-1180,1,1,1,Transit,2016,Kepler,16.86012860,0.00013690,-0.00013690,,,,1.990,0.550,-0.270,0.178,0.049,-0.024,,,,,,,,,,,,,,,,,,,,,,0.01569,0.00047,-0.00061,,6077.00,243.54,-226.98,1.14,0.31,-0.15,1.09,0.16,-0.09,0.000,0.136,-0.178,[Fe/H],,,,4.36,0.10,-0.16,3.090,1.990,-1.310,,,,,,,,,,,,,1596.8000000,86.9000000,-78.5100000,15.7420000,0.0510000,-0.0510000,15.0810000,0.0690000,-0.0690000
Kepler-1181 b,Kepler-1181,1,1,2,Transit,2016,Kepler,4.89337519,0.00002526,-0.00002526,,,,1.570,0.650,-0.260,0.140,0.058,-0.023,,,,,,,,,,,,,,,,,,,,,,0.01088,0.00041,-0.00037,,6176.00,82.26,-87.31,1.30,0.54,-0.21,1.17,0.17,-0.10,0.030,0.126,-0.166,[Fe/H],,,,4.27,0.13,-0.24,3.240,1.000,-1.300,,,,,,,,,,,,,938.4170000,11.9915000,-11.9915000,14.1370000,0.0820000,-0.0820000,13.5490000,0.1140000,-0.1140000
Kepler-1181 c,Kepler-1181,1,1,2,Transit,2023,Kepler,8.93484887,0.00009707,-0.00009707,0.092800,,,1.830,0.640,-0.230,,,,,,,,,,,,,0.000000,,,377.25,391.78,-134.24,1124,,,12.890000,6.300000,-6.300000,0.01242,0.00371,-0.00180,,6688.00,187.00,-281.00,1.35,0.47,-0.17,1.34,0.20,-0.20,0.070,0.250,-0.350,[Fe/H],,,,4.30,0.07,-0.23,,,,0.5072,5.4785,-0.4543,,,,,,,,,,938.4170000,11.9915000,-11.9915000,14.1370000,0.0820000,-0.0820000,13.5490000,0.1140000,-0.1140000
Kepler-1182 b,Kepler-1182,1,1,1,Transit,2016,Kepler,11.17394617,0.00006278,-0.00006278,,,,2.410,0.600,-0.500,0.215,0.054,-0.045,,,,,,,,,,,,,,,,,,,,,,0.02056,0.00009,-0.00354,,5924.00,202.44,-241.80,1.05,0.26,-0.13,1.04,0.11,-0.09,0.010,0.136,-0.180,[Fe/H],,,,4.41,0.09,-0.16,3.390,2.550,-1.720,,,,,,,,,,,,,1545.3900000,64.0400000,-59.2200000,16.2120000,0.0690000,-0.0690000,15.7420000,0.1830000,-0.1830000
Kepler-1183 b,Kepler-1183,1,1,1,Transit,2016,Kepler,28.50571890,0.00030310,-0.00030310,,,,2.820,0.520,-0.300,0.252,0.046,-0.027,,,,,,,,,,,,,,,,,,,,,,0.02557,0.00106,-0.00100,,5765.00,121.54,-176.40,0.99,0.18,-0.10,1.00,0.06,-0.07,0.040,0.144,-0.166,[Fe/H],,,,4.45,0.07,-0.14,4.270,3.300,-2.480,,,,,,,,,,,,,1919.1900000,174.3100000,-148.0100000,16.6150000,0.0700000,-0.0700000,15.9680000,0.4120000,-0.4120000
Kepler-1184 b,Kepler-1184,1,1,1,Transit,2016,Kepler,53.59910440,0.00036740,-0.00036740,,,,2.680,0.600,-0.300,0.239,0.054,-0.027,,,,,,,,,,,,,,,,,,,,,,0.02282,0.00303,-0.00103,,5983.00,110.01,-118.73,1.07,0.20,-0.11,1.05,0.07,-0.07,-0.040,0.146,-0.182,[Fe/H],,,,4.41,0.07,-0.14,3.550,1.990,-1.790,,,,,,,,,,,,,1157.8400000,33.5100000,-31.7000000,15.6590000,0.0660000,-0.0660000,14.9900000,0.0350000,-0.0350000
Kepler-1185 b,Kepler-1185,1,1,1,Transit,2016,Kepler,104.35189760,0.00067050,-0.00067050,,,,1.330,0.080,-0.050,0.119,0.007,-0.004,,,,,,,,,,,,,,,,,,,,,,0.01395,0.00083,-0.00041,,5622.00,67.70,-58.78,0.87,0.02,-0.02,0.96,0.02,-0.02,-0.040,0.092,-0.086,[Fe/H],,,,4.54,0.01,-0.01,1.550,0.685,-0.366,,,,,,,,,,,,,459.2730000,4.9180000,-4.8180000,13.7930000,0.0090000,-0.0090000,12.6300000,0.0460000,-0.0460000
Kepler-1186 b,Kepler-1186,1,1,1,Transit,2016,Kepler,16.07677615,0.00007199,-0.00007199,,,,2.230,0.360,-0.220,0.199,0.032,-0.020,,,,,,,,,,,,,,,,,,,,,,0.02222,0.00013,-0.00152,,5635.00,68.42,-72.34,0.93,0.15,-0.06,0.95,0.04,-0.05,0.000,0.138,-0.172,[Fe/H],,,,4.49,0.05,-0.14,4.470,4.700,-2.780,,,,,,,,,,,,,1337.2500000,38.9300000,-38.9300000,16.1130000,0.1400000,-0.1400000,15.3670000,0.0570000,-0.0570000
Kepler-1187 b,Kepler-1187,1,1,1,Transit,2016,Kepler,18.87064068,0.00006002,-0.00006002,,,,2.610,0.510,-0.280,0.233,0.045,-0.025,,,,,,,,,,,,,,,,,,,,,,0.02244,0.00077,-0.00040,,5975.00,182.70,-129.11,1.09,0.21,-0.12,1.06,0.09,-0.07,-0.010,0.147,-0.171,[Fe/H],,,,4.39,0.08,-0.13,3.390,2.180,-1.660,,,,,,,,,,,,,1020.5300000,32.4600000,-30.5490000,15.1300000,0.0660000,-0.0660000,14.7300000,0.1150000,-0.1150000
Kepler-1188 b,Kepler-1188,1,1,1,Transit,2016,Kepler,17.13695430,0.00012140,-0.00012140,,,,2.080,0.490,-0.220,0.186,0.044,-0.020,,,,,,,,,,,,,,,,,,,,,,0.01825,0.00053,-0.00072,,5913.00,104.30,-106.82,1.06,0.25,-0.10,1.04,0.07,-0.07,0.000,0.130,-0.195,[Fe/H],,,,4.40,0.08,-0.17,4.170,2.470,-2.300,,,,,,,,,,,,,1717.4800000,61.9200000,-57.8400000,15.6940000,0.0060000,-0.0060000,14.9410000,0.3200000,-0.3200000
Kepler-1189 b,Kepler-1189,1,1,1,Transit,2016,Kepler,3.78858982,0.00002274,-0.00002274,,,,1.770,0.520,-0.480,0.158,0.046,-0.043,,,,,,,,,,,,,,,,,,,,,,0.01400,0.00029,-0.00336,,6012.00,121.95,-184.74,1.16,0.34,-0.15,1.11,0.10,-0.08,0.080,0.143,-0.142,[Fe/H],,,,4.36,0.09,-0.20,3.390,1.910,-1.660,,,,,,,,,,,,,782.8520000,11.4370000,-11.4370000,15.1950000,0.1690000,-0.1690000,14.4630000,0.1600000,-0.1600000
Kepler-119 b,Kepler-119,1,1,2,Transit,2014,Kepler,2.42208200,0.00000100,-0.00000100,0.035000,,,3.600,1.370,-1.370,0.321,0.122,-0.122,,,,,,,,,,,,,,,,,,,,,,,,,,5595.00,200.00,-200.00,0.84,0.32,-0.32,,,,,,,,,,,4.57,0.30,-0.30,,,,,,,,,,,,,,,,701.9960000,12.4630000,-12.0440000,14.9730000,0.1000000,-0.1000000,14.3750000,0.0800000,-0.0800000
Kepler-119 c,Kepler-119,1,1,2,Transit,2014,Kepler,4.12510300,0.00002800,-0.00002800,0.049000,,,0.920,0.350,-0.350,0.082,0.031,-0.031,,,,,,,,,,,,,,,,,,,,,,,,,,5595.00,200.00,-200.00,0.84,0.32,-0.32,,,,,,,,,,,4.57,0.30,-0.30,,,,,,,,,,,,,,,,701.9960000,12.4630000,-12.0440000,14.9730000,0.1000000,-0.1000000,14.3750000,0.0800000,-0.0800000
Kepler-1190 b,Kepler-1190,1,1,1,Transit,2016,Kepler,10.45843441,0.00005281,-0.00005281,,,,1.330,0.050,-0.110,0.119,0.004,-0.010,,,,,,,,,,,,,,,,,,,,,,0.01672,0.00025,-0.00116,,4730.00,39.96,-39.65,0.72,0.02,-0.04,0.76,0.03,-0.04,-0.020,0.149,-0.161,[Fe/H],,,,4.62,0.02,-0.03,3.980,6.110,-2.250,,,,,,,,,,,,,342.5090000,2.3055000,-2.3055000,16.1070000,0.0430000,-0.0430000,14.6650000,0.0800000,-0.0800000
Kepler-1191 b,Kepler-1191,1,1,1,Transit,2016,Kepler,5.60014851,0.00001909,-0.00001909,,,,1.510,0.130,-0.110,0.135,0.012,-0.010,,,,,,,,,,,,,,,,,,,,,,0.01703,0.00074,-0.00042,,5308.00,107.78,-83.33,0.81,0.06,-0.06,0.85,0.05,-0.05,-0.080,0.157,-0.182,[Fe/H],,,,4.56,0.04,-0.07,4.570,5.850,-2.890,,,,,,,,,,,,,955.5360000,25.7420000,-24.4480000,16.5230000,0.0180000,-0.0180000,15.3190000,0.0920000,-0.0920000
Kepler-1192 b,Kepler-1192,1,1,1,Transit,2016,Kepler,25.20347870,0.00012780,-0.00012780,,,,2.360,0.240,-0.220,0.211,0.021,-0.020,,,,,,,,,,,,,,,,,,,,,,0.02557,0.00121,-0.00066,,5438.00,67.15,-57.17,0.83,0.08,-0.07,0.86,0.05,-0.07,-0.160,0.187,-0.199,[Fe/H],,,,4.55,0.05,-0.09,4.470,6.150,-2.820,,,,,,,,,,,,,1304.1900000,60.9200000,-55.8000000,16.6360000,0.0130000,-0.0130000,15.8580000,0.2060000,-0.2060000
Kepler-1193 b,Kepler-1193,1,1,1,Transit,2016,Kepler,2.83265213,0.00000903,-0.00000903,,,,1.320,0.210,-0.170,0.118,0.019,-0.015,,,,,,,,,,,,,,,,,,,,,,0.00991,0.00028,-0.00038,,5908.00,75.02,-61.06,1.21,0.19,-0.15,1.08,0.06,-0.04,0.120,0.074,-0.076,[Fe/H],,,,4.31,0.11,-0.11,5.010,1.560,-2.210,,,,,,,,,,,,,802.1160000,10.7640000,-10.4870000,14.3370000,0.0000000,0.0000000,13.5770000,0.1140000,-0.1140000
Kepler-1194 b,Kepler-1194,1,1,1,Transit,2016,Kepler,16.22371307,0.00008867,-0.00008867,,,,1.510,0.120,-0.090,0.135,0.011,-0.008,,,,,,,,,,,,,,,,,,,,,,0.01510,0.00067,-0.00049,,5590.00,97.14,-79.79,0.92,0.06,-0.05,0.94,0.04,-0.04,0.000,0.104,-0.105,[Fe/H],,,,4.49,0.04,-0.06,4.790,3.440,-2.800,,,,,,,,,,,,,757.3820000,,,14.8930000,0.0670000,-0.0670000,14.3100000,0.1370000,-0.1370000
Kepler-1195 b,Kepler-1195,1,1,1,Transit,2016,Kepler,8.49642241,0.00002872,-0.00002872,,,,2.080,0.190,-0.170,0.186,0.017,-0.015,,,,,,,,,,,,,,,,,,,,,,0.02723,0.00154,-0.00075,,4965.00,111.27,-80.25,0.71,0.05,-0.06,0.74,0.05,-0.06,-0.250,0.194,-0.212,[Fe/H],,,,4.61,0.04,-0.04,4.470,6.100,-2.690,,,,,,,,,,,,,918.5660000,33.2190000,-31.0160000,17.1090000,0.0690000,-0.0690000,16.0030000,0.3430000,-0.3430000
Kepler-1196 b,Kepler-1196,1,1,1,Transit,2016,Kepler,66.18490310,0.00046610,-0.00046610,,,,2.230,0.370,-0.210,0.199,0.033,-0.019,,,,,,,,,,,,,,,,,,,,,,0.02120,0.00110,-0.00053,,5756.00,129.38,-149.10,0.97,0.15,-0.09,0.98,0.06,-0.06,0.000,0.130,-0.166,[Fe/H],,,,4.46,0.06,-0.13,3.980,3.540,-2.270,,,,,,,,,,,,,922.3330000,19.9870000,-19.1700000,15.8110000,0.0720000,-0.0720000,15.0090000,0.0570000,-0.0570000
Kepler-1197 b,Kepler-1197,1,1,1,Transit,2016,Kepler,2.03231845,0.00000375,-0.00000375,,,,1.250,0.030,-0.090,0.112,0.003,-0.008,,,,,,,,,,,,,,,,,,,,,,0.01647,0.00015,-0.00115,,4708.00,63.31,-50.89,0.72,0.01,-0.01,0.78,0.02,-0.03,0.060,0.099,-0.097,[Fe/H],,,,4.62,0.01,-0.01,2.690,2.340,-1.090,,,,,,,,,,,,,486.9400000,6.6110000,-6.4390000,16.7060000,0.0430000,-0.0430000,15.3460000,0.1600000,-0.1600000
Kepler-1198 b,Kepler-1198,1,1,1,Transit,2016,Kepler,7.68477160,0.00003250,-0.00003250,,,,1.470,0.180,-0.100,0.131,0.016,-0.009,,,,,,,,,,,,,,,,,,,,,,0.01544,0.00085,-0.00034,,5517.00,80.26,-98.45,0.90,0.10,-0.06,0.93,0.04,-0.05,0.030,0.157,-0.171,[Fe/H],,,,4.50,0.04,-0.10,4.680,5.420,-2.940,,,,,,,,,,,,,743.0300000,12.6970000,-12.2850000,15.9590000,0.0230000,-0.0230000,14.9860000,0.1260000,-0.1260000
Kepler-1199 b,Kepler-1199,1,1,1,Transit,2016,Kepler,15.04471980,0.00010840,-0.00010840,,,,1.150,0.210,-0.160,0.103,0.019,-0.014,,,,,,,,,,,,,,,,,,,,,,0.00937,0.00034,-0.00032,,5889.00,84.29,-64.89,1.17,0.21,-0.16,0.94,0.10,-0.06,-0.270,0.116,-0.128,[Fe/H],,,,4.27,0.13,-0.13,7.760,2.330,-3.530,,,,,,,,,,,,,563.4930000,,,14.0180000,0.1550000,-0.1550000,13.1730000,0.0570000,-0.0570000
Kepler-12 b,Kepler-12,1,1,1,Transit,2011,Kepler,4.43796290,0.00000060,-0.00000060,0.055300,0.001000,-0.001200,19.661,0.347,-0.404,1.754,0.031,-0.036,137.30256,16.84499,-16.20933,0.43200,0.05300,-0.05100,0.11000,0.02000,-0.02000,,,,,,,1480,30,-30,8.019000,0.014000,-0.013000,0.11887,0.00009,-0.00009,,5947.00,100.00,-100.00,1.48,0.03,-0.03,1.17,0.05,-0.05,0.070,0.040,-0.040,[Fe/H],,,,4.17,0.01,-0.01,,,,,,,,,,,,,,,,881.3860000,9.8540000,-9.6430000,14.2710000,0.0670000,-0.0670000,13.4680000,0.2170000,-0.2170000
Kepler-120 b,Kepler-120,1,1,2,Transit,2014,Kepler,6.31250100,0.00000800,-0.00000800,0.055000,,,2.150,0.170,-0.170,0.192,0.015,-0.015,,,,,,,,,,,,,,,,,,,,,,,,,,4096.00,150.00,-150.00,0.53,0.03,-0.03,,,,,,,,,,,4.73,0.20,-0.20,,,,,,,,,,,,,,,,388.6300000,3.2400000,-3.1870000,16.9120000,0.0630000,-0.0630000,14.9950000,0.0120000,-0.0120000
Kepler-120 c,Kepler-120,1,1,2,Transit,2014,Kepler,12.79458500,0.00004400,-0.00004400,0.088000,,,1.530,0.090,-0.090,0.136,0.008,-0.008,,,,,,,,,,,,,,,,,,,,,,,,,,4096.00,150.00,-150.00,0.53,0.03,-0.03,,,,,,,,,,,4.73,0.20,-0.20,,,,,,,,,,,,,,,,388.6300000,3.2400000,-3.1870000,16.9120000,0.0630000,-0.0630000,14.9950000,0.0120000,-0.0120000
Kepler-1200 b,Kepler-1200,1,1,1,Transit,2016,Kepler,1.11854972,0.00000312,-0.00000312,,,,1.060,0.060,-0.080,0.095,0.005,-0.007,,,,,,,,,,,,,,,,,,,,,,0.01432,0.00052,-0.00086,,4612.00,101.02,-139.97,0.70,0.03,-0.04,0.74,0.04,-0.05,0.040,0.156,-0.196,[Fe/H],,,,4.63,0.02,-0.03,3.020,5.910,-1.480,,,,,,,,,,,,,588.7150000,12.6310000,-12.1190000,17.5670000,0.0650000,-0.0650000,16.0600000,0.1830000,-0.1830000
Kepler-1201 b,Kepler-1201,1,1,1,Transit,2016,Kepler,15.18725932,0.00008158,-0.00008158,,,,2.290,0.910,-0.430,0.204,0.081,-0.038,,,,,,,,,,,,,,,,,,,,,,0.01749,0.00228,-0.00182,,6177.00,146.30,-232.29,1.24,0.46,-0.19,1.15,0.17,-0.11,0.030,0.131,-0.167,[Fe/H],,,,4.32,0.11,-0.23,2.950,1.390,-1.140,,,,,,,,,,,,,944.2410000,23.0110000,-21.9600000,15.4560000,0.0420000,-0.0420000,14.7650000,0.0460000,-0.0460000
Kepler-1202 b,Kepler-1202,1,1,1,Transit,2016,Kepler,28.68513240,0.00018990,-0.00018990,,,,2.940,0.910,-0.310,0.262,0.081,-0.028,,,,,,,,,,,,,,,,,,,,,,0.02631,0.00578,-0.00108,,5834.00,80.98,-131.48,1.04,0.22,-0.10,1.03,0.06,-0.06,0.060,0.147,-0.160,[Fe/H],,,,4.42,0.07,-0.16,4.170,2.780,-2.410,,,,,,,,,,,,,1175.3800000,44.3300000,-41.2700000,16.7240000,0.0000000,0.0000000,15.8330000,0.0920000,-0.0920000
Kepler-1203 b,Kepler-1203,1,1,1,Transit,2016,Kepler,0.58800076,0.00000058,-0.00000058,,,,1.060,0.060,-0.040,0.095,0.005,-0.004,,,,,,,,,,,,,,,,,,,,,,0.01558,0.00080,-0.00041,,4105.00,43.70,-35.84,0.61,0.01,-0.02,0.64,0.02,-0.02,0.010,0.092,-0.088,[Fe/H],,,,4.67,0.01,-0.01,3.470,4.400,-1.800,,,,,,,,,,,,,317.0220000,2.9400000,-2.8860000,16.9900000,0.0130000,-0.0130000,15.3850000,0.0920000,-0.0920000
Kepler-1204 b,Kepler-1204,1,1,1,Transit,2016,Kepler,85.73502850,0.00063730,-0.00063730,,,,3.050,0.870,-0.300,0.272,0.078,-0.027,,,,,,,,,,,,,,,,,,,,,,0.02670,0.00094,-0.00085,,5825.00,88.38,-121.08,1.03,0.29,-0.10,1.03,0.06,-0.06,0.060,0.127,-0.145,[Fe/H],,,,4.42,0.07,-0.20,4.270,3.000,-2.500,,,,,,,,,,,,,1175.2200000,34.2200000,-32.3600000,16.0030000,0.0390000,-0.0390000,15.4500000,0.1260000,-0.1260000
